analysis_id,scope,term,text_count,denominator
HNB_MEDIA_LEXICAL_1.0,payments,inflacija,355,6163
HNB_MEDIA_LEXICAL_1.0,payments,tržište,334,6163
HNB_MEDIA_LEXICAL_1.0,payments,stabilnost,294,6163
HNB_MEDIA_LEXICAL_1.0,payments,plaća,253,6163
HNB_MEDIA_LEXICAL_1.0,payments,dug,251,6163
HNB_MEDIA_LEXICAL_1.0,payments,depozit,243,6163
HNB_MEDIA_LEXICAL_1.0,payments,ESB / ECB,241,6163
HNB_MEDIA_LEXICAL_1.0,payments,nekretnina,225,6163
HNB_MEDIA_LEXICAL_1.0,payments,zaduživanje,212,6163
HNB_MEDIA_LEXICAL_1.0,payments,gospodarstvo,205,6163
HNB_MEDIA_LEXICAL_1.0,payments,digitalni euro,181,6163
HNB_MEDIA_LEXICAL_1.0,payments,odgovornost,169,6163
HNB_MEDIA_LEXICAL_1.0,payments,dohodak,167,6163
HNB_MEDIA_LEXICAL_1.0,payments,nadzor,166,6163
HNB_MEDIA_LEXICAL_1.0,payments,monetarna politika,139,6163
HNB_MEDIA_LEXICAL_1.0,payments,kapital,131,6163
HNB_MEDIA_LEXICAL_1.0,payments,kućanstvo,124,6163
HNB_MEDIA_LEXICAL_1.0,payments,investicija,107,6163
HNB_MEDIA_LEXICAL_1.0,payments,Sabor,100,6163
HNB_MEDIA_LEXICAL_1.0,payments,statistika,97,6163
HNB_MEDIA_LEXICAL_1.0,payments,BDP,74,6163
HNB_MEDIA_LEXICAL_1.0,payments,štednja,74,6163
HNB_MEDIA_LEXICAL_1.0,payments,likvidnost,71,6163
HNB_MEDIA_LEXICAL_1.0,payments,prognoza,58,6163
HNB_MEDIA_LEXICAL_1.0,payments,projekcija,56,6163
HNB_MEDIA_LEXICAL_1.0,payments,dionica,48,6163
HNB_MEDIA_LEXICAL_1.0,payments,izvoz,30,6163
HNB_MEDIA_LEXICAL_1.0,payments,obveznica,30,6163
HNB_MEDIA_LEXICAL_1.0,payments,mandat,28,6163
HNB_MEDIA_LEXICAL_1.0,payments,sanacija,26,6163
HNB_MEDIA_LEXICAL_1.0,payments,uvoz,13,6163
