source_id,source_label,source_role,medium,croatian_eligibility,language,ownership,register_id,evidence_url,checked
gacka053.com,gacka053.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,29/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=41,2026-09-21
gameperspectives.hr,gameperspectives.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,16/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=34,2026-09-21
generacija.hr,generacija.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,7/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=26,2026-09-21
geopolitika.news,geopolitika.news,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,20/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=22,2026-09-21
germanijak.hr,germanijak.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,51/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=37,2026-09-21
giornal.hr,giornal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,34/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=36,2026-09-21
glamur.tv,glamur.tv,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,13/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=51,2026-09-21
glas-slavonije.hr,glas-slavonije.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,19/13,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=4,2026-09-21
glasgacke.hr,glasgacke.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,25/12,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=3,2026-09-21
glasgrada.hr,glasgrada.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,44/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=14,2026-09-21
glasistre.hr,glasistre.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,20/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=1,2026-09-21
glaslike.hr,glaslike.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,65/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=12,2026-09-21
glaspodravine.hr,glaspodravine.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,28/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=11,2026-09-21
glazba.hr,glazba.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,52/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=43,2026-09-21
glina.hr,glina.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,31/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=23,2026-09-21
globalnovine.eu,globalnovine.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,1/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=25,2026-09-21
gloria.hr,gloria.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,3/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=12,2026-09-21
gloriaglam.hr,gloriaglam.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,7/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=29,2026-09-21
gol.dnevnik.hr,gol.dnevnik.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,26/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=31,2026-09-21
gong.hr,gong.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,20/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=6,2026-09-21
gorgonija.com,gorgonija.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,45/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
gorica.info,gorica.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,37/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
gorskenovosti.net,gorskenovosti.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,77/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=45,2026-09-21
grad-bjelovar.com,grad-bjelovar.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,36/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=41,2026-09-21
grademoj.hr,grademoj.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,53/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=55,2026-09-21
gradonacelnik.hr,gradonacelnik.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,2/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=25,2026-09-21
grazia.hr,grazia.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,11/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=51,2026-09-21
green.hr,green.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,58/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=43,2026-09-21
gric-gric.com,gric-gric.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,47/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=42,2026-09-21
gspress.net,gspress.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,32/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=14,2026-09-21
h-alter.org,h-alter.org,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,55/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=2,2026-09-21
haus.hr,haus.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,40/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=54,2026-09-21
heritagecroatia.com,heritagecroatia.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,53/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=37,2026-09-21
hia.com.hr,hia.com.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,33/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=28,2026-09-21
hina.hr,hina.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,8/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=9,2026-09-21
hkm.hr,hkm.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,33/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=31,2026-09-21
hkv.hr,hkv.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,68/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=9,2026-09-21
hnd.hr,hnd.hr,other_own,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,10/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=13,2026-09-21
hou.hr,hou.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,21/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=52,2026-09-21
hr.bloombergadria.com,hr.bloombergadria.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,51/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=42,2026-09-21
hrt.hr,hrt.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,19/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=13,2026-09-21
hrturizam.hr,hrturizam.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,12/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=34,2026-09-21
hrvatska-danas.com,hrvatska-danas.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,71/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=16,2026-09-21
hrvatskauzivo.com,hrvatskauzivo.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,40/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
hrvatski-glasnik.com,hrvatski-glasnik.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,39/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
hrvatskoglumiste.hr,hrvatskoglumiste.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,58/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=33,2026-09-21
huknet1.hr,huknet1.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,08/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=51,2026-09-21
ictbusiness.biz,ictbusiness.biz,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,17/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=35,2026-09-21
ictbusiness.info,ictbusiness.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,18/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=35,2026-09-21
icv.hr,icv.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,8/13,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=4,2026-09-21
ideje.hr,ideje.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,41/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=42,2026-09-21
identitet.hr,identitet.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,12/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=21,2026-09-21
imperijal.net,imperijal.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,48/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=33,2026-09-21
in-portal.hr,in-portal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,17/13,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=4,2026-09-21
incerummedia.hr,incerummedia.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,03/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=50,2026-09-21
index.hr,index.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,44/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=2,2026-09-21
indirektno.com,indirektno.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,23/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=14,2026-09-21
infopix.hr,infopix.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,5/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=56,2026-09-21
infovodice.com,infovodice.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,24/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=14,2026-09-21
infozona.hr,infozona.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,26/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=1,2026-09-21
insider.story.hr,insider.story.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,45/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=54,2026-09-21
inverzija.net,inverzija.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,49/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=7,2026-09-21
ipress.hr,ipress.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,2/13,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=4,2026-09-21
istarski.hr,istarski.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,17/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=39,2026-09-21
istok.hr,istok.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,15/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=57,2026-09-21
istra24.hr,istra24.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,1/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=38,2026-09-21
istrage.hr,istrage.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,4/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=29,2026-09-21
istrain.hr,istrain.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,3/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=25,2026-09-21
istrasport.eu,istrasport.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,7/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=38,2026-09-21
istriaterramagica.eu,istriaterramagica.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,2/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=38,2026-09-21
jaska.hr,jaska.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,10/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=9,2026-09-21
jaskadanas.hr,jaskadanas.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,2/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=20,2026-09-21
jatrgovac.hr,jatrgovac.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,29/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=53,2026-09-21
journal.hr,journal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,16/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=51,2026-09-21
jutarnji.hr,jutarnji.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,5/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=13,2026-09-21
juzni.hr,juzni.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,38/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=41,2026-09-21
kalelargainfo.hr,kalelargainfo.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,61/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=12,2026-09-21
kampanja.net,kampanja.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,76/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=44,2026-09-21
kanal5.hr,kanal5.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,44/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
kaportal.hr,kaportal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,25/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=1,2026-09-21
karlobag.eu,karlobag.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,17/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=52,2026-09-21
karlovacki.hr,karlovacki.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,34/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=31,2026-09-21
kazaliste.hr,kazaliste.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,26/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=6,2026-09-21
kepesujsag.com,kepesujsag.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,63/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=20,2026-09-21
kigo.hr,kigo.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,17/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=21,2026-09-21
klasika.hr,klasika.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,27/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=6,2026-09-21
klikaj.hr,klikaj.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,70/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=16,2026-09-21
klikni.hr,klikni.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,2/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=29,2026-09-21
klikni.news,klikni.news,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,35/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=41,2026-09-21
klikploce.com.hr,klikploce.com.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,04/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=45,2026-09-21
klimatski.hr,klimatski.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,28/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=53,2026-09-21
kodex.hr,kodex.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,8/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=56,2026-09-21
komarilos.com,komarilos.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,02/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=50,2026-09-21
krenizdravo.dnevnik.hr,krenizdravo.dnevnik.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,52/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=37,2026-09-21
kritika-hdp.hr,kritika-hdp.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,43/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
krizevci.info,krizevci.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,53/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=2,2026-09-21
krizevci.tv,krizevci.tv,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,25/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=48,2026-09-21
kronikevg.com,kronikevg.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,26/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=40,2026-09-21
krugaresnica.info,krugaresnica.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,33/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=36,2026-09-21
kulturauzagrebu.hr,kulturauzagrebu.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,18/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=46,2026-09-21
kulturistra.hr,kulturistra.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,54/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=8,2026-09-21
kulturpunkt.hr,kulturpunkt.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,22/13,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=4,2026-09-21
kutjevacki.hr,kutjevacki.hr,other_own,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,13/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=46,2026-09-21
labinskakomuna.eu,labinskakomuna.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,8/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=39,2026-09-21
labinstina.info,labinstina.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,29/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=48,2026-09-21
laudato.hr,laudato.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,31/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=7,2026-09-21
lavoce.hr,lavoce.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,48/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=11,2026-09-21
libar.media,libar.media,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,23/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=35,2026-09-21
libela.org,libela.org,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,47/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=7,2026-09-21
liberal.hr,liberal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,25/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=35,2026-09-21
liberoportal.hr,liberoportal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,58/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=19,2026-09-21
licegrada.hr,licegrada.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,30/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=22,2026-09-21
lickiput.hr,lickiput.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,8/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=20,2026-09-21
lider.media,lider.media,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,10/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=34,2026-09-21
lifebuzz.hr,lifebuzz.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,49/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=55,2026-09-21
lifestyle.verdi-farm.com,lifestyle.verdi-farm.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,42/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=54,2026-09-21
lika-express.hr,lika-express.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,47/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=15,2026-09-21
lika-online.com,lika-online.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,69/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=16,2026-09-21
likaclub.eu,likaclub.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,34/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=23,2026-09-21
likaportal.com,likaportal.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,36/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=28,2026-09-21
likemetkovic.hr,likemetkovic.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,1/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=29,2026-09-21
lipadona.com,lipadona.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,3/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=56,2026-09-21
lokalnevijesti.hr,lokalnevijesti.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,32/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=41,2026-09-21
ludbreske-novine.com.hr,ludbreske-novine.com.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,19/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=52,2026-09-21
lumino.hr,lumino.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,6/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=56,2026-09-21
lupa.lupiga.com,lupa.lupiga.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,27/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=52,2026-09-21
lupiga.com,lupiga.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,14/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=6,2026-09-21
luxurysociety.hr,luxurysociety.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,31/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=48,2026-09-21
makarska-danas.com,makarska-danas.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,26/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=27,2026-09-21
